date,state,district,pincode,bio_age_5_17,bio_age_17_
27-10-2025,Telangana,Hyderabad,500027,11,5
27-10-2025,Telangana,Hyderabad,500028,17,24
27-10-2025,Telangana,Hyderabad,500029,18,12
27-10-2025,Telangana,Hyderabad,500036,16,12
27-10-2025,Telangana,Hyderabad,500038,1,5
27-10-2025,Telangana,Hyderabad,500045,11,8
27-10-2025,Telangana,Hyderabad,500049,7,7
27-10-2025,Telangana,Hyderabad,500053,48,35
27-10-2025,Telangana,Hyderabad,500064,26,29
27-10-2025,Telangana,Hyderabad,500067,7,4
27-10-2025,Telangana,Hyderabad,500073,0,2
25-10-2025,Telangana,Hyderabad,500008,36,26
25-10-2025,Telangana,Hyderabad,500023,34,12
25-10-2025,Telangana,Hyderabad,500029,5,7
25-10-2025,Telangana,Hyderabad,500043,0,1
25-10-2025,Telangana,Hyderabad,500049,10,9
25-10-2025,Telangana,Hyderabad,500053,59,38
25-10-2025,Telangana,Hyderabad,500064,30,18
31-10-2025,Telangana,Hyderabad,500007,4,5
31-10-2025,Telangana,Hyderabad,500018,10,14
31-10-2025,Telangana,Hyderabad,500044,13,8
31-10-2025,Telangana,Hyderabad,500045,14,7
31-10-2025,Telangana,Hyderabad,500057,3,1
31-10-2025,Telangana,Hyderabad,500085,3,1
13-11-2025,Telangana,Hyderabad,500008,47,44
13-11-2025,Telangana,Hyderabad,500018,7,17
13-11-2025,Telangana,Hyderabad,500029,11,7
13-11-2025,Telangana,Hyderabad,500044,11,10
13-11-2025,Telangana,Hyderabad,500056,10,6
13-11-2025,Telangana,Hyderabad,500062,12,7
13-11-2025,Telangana,Hyderabad,500085,1,0
13-11-2025,Telangana,Hyderabad,500087,3,0
13-11-2025,Telangana,Hyderabad,500091,3,1
13-11-2025,Telangana,Hyderabad,500103,1,0
12-11-2025,Telangana,Hyderabad,500001,31,18
12-11-2025,Telangana,Hyderabad,500011,19,15
12-11-2025,Telangana,Hyderabad,500020,32,15
12-11-2025,Telangana,Hyderabad,500023,55,18
12-11-2025,Telangana,Hyderabad,500026,7,4
12-11-2025,Telangana,Hyderabad,500054,15,11
12-11-2025,Telangana,Hyderabad,500062,20,13
12-11-2025,Telangana,Hyderabad,500064,60,38
12-11-2025,Telangana,Hyderabad,500073,0,3
12-11-2025,Telangana,Hyderabad,500082,6,3
12-11-2025,Telangana,Hyderabad,500085,1,4
12-11-2025,Telangana,Hyderabad,500091,2,1
14-12-2025,Telangana,Hyderabad,500007,2,1
14-12-2025,Telangana,Hyderabad,500013,3,0
14-12-2025,Telangana,Hyderabad,500028,1,0
14-12-2025,Telangana,Hyderabad,500055,1,0
14-12-2025,Telangana,Hyderabad,500062,0,1
14-12-2025,Telangana,Hyderabad,500095,0,1
15-12-2025,Telangana,Hyderabad,500005,69,33
15-12-2025,Telangana,Hyderabad,500025,5,0
15-12-2025,Telangana,Hyderabad,500029,10,7
15-12-2025,Telangana,Hyderabad,500042,5,2
15-12-2025,Telangana,Hyderabad,500044,16,3
15-12-2025,Telangana,Hyderabad,500056,9,0
15-12-2025,Telangana,Hyderabad,500061,29,15
15-12-2025,Telangana,Hyderabad,500072,18,22
16-12-2025,Telangana,Hyderabad,500001,46,17
16-12-2025,Telangana,Hyderabad,500006,43,21
16-12-2025,Telangana,Hyderabad,500007,5,5
16-12-2025,Telangana,Hyderabad,500026,34,5
16-12-2025,Telangana,Hyderabad,500029,15,6
16-12-2025,Telangana,Hyderabad,500033,6,6
16-12-2025,Telangana,Hyderabad,500034,28,15
16-12-2025,Telangana,Hyderabad,500055,1,1
16-12-2025,Telangana,Hyderabad,500064,94,38
16-12-2025,Telangana,Hyderabad,500078,0,1
16-12-2025,Telangana,Hyderabad,500095,1,0
16-12-2025,Telangana,Hyderabad,500103,0,1
17-12-2025,Telangana,Hyderabad,500001,92,22
17-12-2025,Telangana,Hyderabad,500002,64,21
17-12-2025,Telangana,Hyderabad,500007,7,4
17-12-2025,Telangana,Hyderabad,500010,22,12
17-12-2025,Telangana,Hyderabad,500023,94,28
17-12-2025,Telangana,Hyderabad,500024,31,14
17-12-2025,Telangana,Hyderabad,500028,62,24
17-12-2025,Telangana,Hyderabad,500044,11,7
17-12-2025,Telangana,Hyderabad,500081,2,4
17-12-2025,Telangana,Hyderabad,500082,4,6
17-12-2025,Telangana,Hyderabad,500096,3,2
18-12-2025,Telangana,Hyderabad,500004,19,6
18-12-2025,Telangana,Hyderabad,500008,99,50
18-12-2025,Telangana,Hyderabad,500020,49,13
18-12-2025,Telangana,Hyderabad,500040,15,5
18-12-2025,Telangana,Hyderabad,500059,50,22
18-12-2025,Telangana,Hyderabad,500061,41,13
18-12-2025,Telangana,Hyderabad,500082,10,4
18-12-2025,Telangana,Hyderabad,500095,1,1
19-12-2025,Telangana,Hyderabad,500003,41,14
19-12-2025,Telangana,Hyderabad,500005,73,37
19-12-2025,Telangana,Hyderabad,500008,126,40
19-12-2025,Telangana,Hyderabad,500012,11,14
19-12-2025,Telangana,Hyderabad,500026,9,2
19-12-2025,Telangana,Hyderabad,500044,18,6
19-12-2025,Telangana,Hyderabad,500050,3,2
19-12-2025,Telangana,Hyderabad,500058,19,3
19-12-2025,Telangana,Hyderabad,500064,86,21
19-12-2025,Telangana,Hyderabad,500067,27,7
19-12-2025,Telangana,Hyderabad,500087,2,1
19-12-2025,Telangana,Hyderabad,500091,2,4
29-11-2025,Telangana,Hyderabad,500001,61,10
29-11-2025,Telangana,Hyderabad,500005,43,13
29-11-2025,Telangana,Hyderabad,500008,80,44
29-11-2025,Telangana,Hyderabad,500023,33,27
29-11-2025,Telangana,Hyderabad,500034,18,12
29-11-2025,Telangana,Hyderabad,500038,9,7
29-11-2025,Telangana,Hyderabad,500041,2,0
29-11-2025,Telangana,Hyderabad,500042,3,2
29-11-2025,Telangana,Hyderabad,500044,10,6
29-11-2025,Telangana,Hyderabad,500053,95,29
29-11-2025,Telangana,Hyderabad,500062,15,9
29-11-2025,Telangana,Hyderabad,500080,15,7
29-11-2025,Telangana,Hyderabad,500085,3,0
29-11-2025,Telangana,Hyderabad,500091,4,1
29-11-2025,Telangana,Hyderabad,500094,9,5
29-11-2025,Telangana,Hyderabad,500096,7,2
30-11-2025,Telangana,Hyderabad,500003,1,1
30-11-2025,Telangana,Hyderabad,500005,1,1
30-11-2025,Telangana,Hyderabad,500007,0,1
30-11-2025,Telangana,Hyderabad,500027,0,1
30-11-2025,Telangana,Hyderabad,500072,1,0
30-11-2025,Telangana,Hyderabad,500080,2,1
03-12-2025,Telangana,Hyderabad,500003,47,12
03-12-2025,Telangana,Hyderabad,500007,5,3
03-12-2025,Telangana,Hyderabad,500023,44,22
03-12-2025,Telangana,Hyderabad,500024,14,10
03-12-2025,Telangana,Hyderabad,500025,1,0
03-12-2025,Telangana,Hyderabad,500026,12,6
03-12-2025,Telangana,Hyderabad,500027,6,3
03-12-2025,Telangana,Hyderabad,500029,14,5
03-12-2025,Telangana,Hyderabad,500040,13,6
03-12-2025,Telangana,Hyderabad,500042,4,2
03-12-2025,Telangana,Hyderabad,500044,11,10
03-12-2025,Telangana,Hyderabad,500057,2,0
03-12-2025,Telangana,Hyderabad,500080,5,7
03-12-2025,Telangana,Hyderabad,500082,13,4
07-12-2025,Telangana,Hyderabad,500003,2,1
07-12-2025,Telangana,Hyderabad,500023,0,1
07-12-2025,Telangana,Hyderabad,500027,0,2
06-12-2025,Telangana,Hyderabad,500006,45,19
06-12-2025,Telangana,Hyderabad,500007,4,1
06-12-2025,Telangana,Hyderabad,500013,74,18
06-12-2025,Telangana,Hyderabad,500023,63,12
06-12-2025,Telangana,Hyderabad,500024,13,9
06-12-2025,Telangana,Hyderabad,500038,9,6
06-12-2025,Telangana,Hyderabad,500045,29,11
06-12-2025,Telangana,Hyderabad,500059,69,25
06-12-2025,Telangana,Hyderabad,500061,54,8
06-12-2025,Telangana,Hyderabad,500062,18,13
06-12-2025,Telangana,Hyderabad,500082,12,4
06-12-2025,Telangana,Hyderabad,500085,0,1
11-12-2025,Telangana,Hyderabad,500001,28,17
11-12-2025,Telangana,Hyderabad,500010,10,9
11-12-2025,Telangana,Hyderabad,500016,13,4
11-12-2025,Telangana,Hyderabad,500024,11,6
11-12-2025,Telangana,Hyderabad,500025,4,4
11-12-2025,Telangana,Hyderabad,500028,42,17
11-12-2025,Telangana,Hyderabad,500042,0,2
11-12-2025,Telangana,Hyderabad,500045,21,4
11-12-2025,Telangana,Hyderabad,500053,103,57
11-12-2025,Telangana,Hyderabad,500058,9,3
11-12-2025,Telangana,Hyderabad,500059,31,25
11-12-2025,Telangana,Hyderabad,500073,4,2
11-12-2025,Telangana,Hyderabad,500081,1,0
11-12-2025,Telangana,Hyderabad,500082,2,2
21-12-2025,Telangana,Hyderabad,500002,19,6
21-12-2025,Telangana,Hyderabad,500003,1,0
21-12-2025,Telangana,Hyderabad,500005,3,1
21-12-2025,Telangana,Hyderabad,500012,2,0
21-12-2025,Telangana,Hyderabad,500018,3,1
21-12-2025,Telangana,Hyderabad,500023,8,7
21-12-2025,Telangana,Hyderabad,500044,6,2
21-12-2025,Telangana,Hyderabad,500065,2,0
21-12-2025,Telangana,Hyderabad,500072,1,0
20-12-2025,Telangana,Hyderabad,500001,63,11
20-12-2025,Telangana,Hyderabad,500005,103,31
20-12-2025,Telangana,Hyderabad,500007,17,4
20-12-2025,Telangana,Hyderabad,500014,1,0
20-12-2025,Telangana,Hyderabad,500020,37,17
20-12-2025,Telangana,Hyderabad,500023,64,27
20-12-2025,Telangana,Hyderabad,500028,106,20
20-12-2025,Telangana,Hyderabad,500040,13,10
20-12-2025,Telangana,Hyderabad,500050,9,2
20-12-2025,Telangana,Hyderabad,500055,4,1
20-12-2025,Telangana,Hyderabad,500056,16,7
20-12-2025,Telangana,Hyderabad,500061,37,10
20-12-2025,Telangana,Hyderabad,500063,1,0
20-12-2025,Telangana,Hyderabad,500082,13,2
08-10-2025,Telangana,Hyderabad,500010,42,13
08-10-2025,Telangana,Hyderabad,500016,2,5
08-10-2025,Telangana,Hyderabad,500024,10,16
08-10-2025,Telangana,Hyderabad,500028,30,17
08-10-2025,Telangana,Hyderabad,500029,6,3
08-10-2025,Telangana,Hyderabad,500053,64,41
08-10-2025,Telangana,Hyderabad,500055,0,2
08-10-2025,Telangana,Hyderabad,500062,13,15
08-10-2025,Telangana,Hyderabad,500072,10,15
08-10-2025,Telangana,Hyderabad,500081,0,1
08-10-2025,Telangana,Hyderabad,500091,1,3
08-10-2025,Telangana,Hyderabad,500094,8,7
08-10-2025,Telangana,Hyderabad,500095,2,1
09-10-2025,Telangana,Hyderabad,500001,10,10
09-10-2025,Telangana,Hyderabad,500007,11,8
09-10-2025,Telangana,Hyderabad,500011,15,21
09-10-2025,Telangana,Hyderabad,500013,28,20
09-10-2025,Telangana,Hyderabad,500025,0,5
09-10-2025,Telangana,Hyderabad,500026,5,3
09-10-2025,Telangana,Hyderabad,500028,42,23
09-10-2025,Telangana,Hyderabad,500036,15,13
09-10-2025,Telangana,Hyderabad,500050,2,3
09-10-2025,Telangana,Hyderabad,500057,2,6
09-10-2025,Telangana,Hyderabad,500061,9,21
09-10-2025,Telangana,Hyderabad,500080,8,6
09-10-2025,Telangana,Hyderabad,500082,1,2
09-10-2025,Telangana,Hyderabad,500091,5,1
09-10-2025,Telangana,Hyderabad,500095,2,5
10-10-2025,Telangana,Hyderabad,500003,12,15
10-10-2025,Telangana,Hyderabad,500004,19,3
10-10-2025,Telangana,Hyderabad,500007,8,7
10-10-2025,Telangana,Hyderabad,500009,7,3
10-10-2025,Telangana,Hyderabad,500038,4,1
10-10-2025,Telangana,Hyderabad,500057,2,2
10-10-2025,Telangana,Hyderabad,500088,0,1
11-10-2025,Telangana,Hyderabad,500006,31,20
11-10-2025,Telangana,Hyderabad,500009,10,4
11-10-2025,Telangana,Hyderabad,500025,1,5
11-10-2025,Telangana,Hyderabad,500049,7,11
11-10-2025,Telangana,Hyderabad,500053,69,49
11-10-2025,Telangana,Hyderabad,500082,1,3
11-10-2025,Telangana,Hyderabad,500091,14,1
11-10-2025,Telangana,Hyderabad,500094,7,3
11-10-2025,Telangana,Hyderabad,500095,1,0
11-10-2025,Telangana,Hyderabad,500096,2,1
24-10-2025,Telangana,Hyderabad,500001,13,8
24-10-2025,Telangana,Hyderabad,500013,31,18
24-10-2025,Telangana,Hyderabad,500016,17,10
24-10-2025,Telangana,Hyderabad,500018,13,10
24-10-2025,Telangana,Hyderabad,500027,15,5
24-10-2025,Telangana,Hyderabad,500028,19,25
24-10-2025,Telangana,Hyderabad,500044,13,6
24-10-2025,Telangana,Hyderabad,500053,61,25
24-10-2025,Telangana,Hyderabad,500054,17,3
24-10-2025,Telangana,Hyderabad,500059,20,23
24-10-2025,Telangana,Hyderabad,500081,0,2
24-10-2025,Telangana,Hyderabad,500082,3,0
04-11-2025,Telangana,Hyderabad,500004,21,5
04-11-2025,Telangana,Hyderabad,500006,46,27
04-11-2025,Telangana,Hyderabad,500007,3,2
04-11-2025,Telangana,Hyderabad,500009,5,8
04-11-2025,Telangana,Hyderabad,500020,66,33
04-11-2025,Telangana,Hyderabad,500027,3,9
04-11-2025,Telangana,Hyderabad,500055,4,1
04-11-2025,Telangana,Hyderabad,500061,14,14
04-11-2025,Telangana,Hyderabad,500064,29,25
04-11-2025,Telangana,Hyderabad,500080,9,5
04-11-2025,Telangana,Hyderabad,500095,2,0
01-11-2025,Telangana,Hyderabad,500009,18,10
01-11-2025,Telangana,Hyderabad,500010,26,14
01-11-2025,Telangana,Hyderabad,500013,48,16
01-11-2025,Telangana,Hyderabad,500027,5,10
01-11-2025,Telangana,Hyderabad,500033,1,2
01-11-2025,Telangana,Hyderabad,500040,12,11
01-11-2025,Telangana,Hyderabad,500045,22,14
01-11-2025,Telangana,Hyderabad,500053,60,38
01-11-2025,Telangana,Hyderabad,500057,6,3
01-11-2025,Telangana,Hyderabad,500058,4,3
01-11-2025,Telangana,Hyderabad,500067,12,3
01-11-2025,Telangana,Hyderabad,500081,0,3
09-11-2025,Telangana,Hyderabad,500002,4,6
09-11-2025,Telangana,Hyderabad,500003,1,0
09-11-2025,Telangana,Hyderabad,500012,2,2
09-11-2025,Telangana,Hyderabad,500016,1,1
09-11-2025,Telangana,Hyderabad,500028,0,1
09-11-2025,Telangana,Hyderabad,500053,7,2
09-11-2025,Telangana,Hyderabad,500059,2,4
09-11-2025,Telangana,Hyderabad,500062,3,4
08-11-2025,Telangana,Hyderabad,500002,36,16
08-11-2025,Telangana,Hyderabad,500010,18,12
08-11-2025,Telangana,Hyderabad,500013,39,27
08-11-2025,Telangana,Hyderabad,500016,11,8
08-11-2025,Telangana,Hyderabad,500018,21,12
08-11-2025,Telangana,Hyderabad,500025,4,0
08-11-2025,Telangana,Hyderabad,500031,0,1
08-11-2025,Telangana,Hyderabad,500033,9,5
08-11-2025,Telangana,Hyderabad,500034,22,9
08-11-2025,Telangana,Hyderabad,500038,5,3
08-11-2025,Telangana,Hyderabad,500040,18,12
08-11-2025,Telangana,Hyderabad,500045,26,9
08-11-2025,Telangana,Hyderabad,500056,17,4
08-11-2025,Telangana,Hyderabad,500073,0,1
08-11-2025,Telangana,Hyderabad,500078,0,1
08-11-2025,Telangana,Hyderabad,500081,0,2
08-11-2025,Telangana,Hyderabad,500087,2,0
08-11-2025,Telangana,Hyderabad,500095,1,0
07-11-2025,Telangana,Hyderabad,500011,12,12
07-11-2025,Telangana,Hyderabad,500015,12,10
07-11-2025,Telangana,Hyderabad,500017,9,12
07-11-2025,Telangana,Hyderabad,500018,17,9
07-11-2025,Telangana,Hyderabad,500029,13,12
07-11-2025,Telangana,Hyderabad,500056,17,8
07-11-2025,Telangana,Hyderabad,500073,7,0
07-11-2025,Telangana,Hyderabad,500080,6,9
07-11-2025,Telangana,Hyderabad,500081,0,1
07-11-2025,Telangana,Hyderabad,500087,0,2
07-11-2025,Telangana,Hyderabad,500091,5,1
19-11-2025,Telangana,Hyderabad,500004,21,7
19-11-2025,Telangana,Hyderabad,500005,54,27
19-11-2025,Telangana,Hyderabad,500017,22,4
19-11-2025,Telangana,Hyderabad,500034,17,13
19-11-2025,Telangana,Hyderabad,500040,16,3
19-11-2025,Telangana,Hyderabad,500049,18,6
19-11-2025,Telangana,Hyderabad,500062,26,6
19-11-2025,Telangana,Hyderabad,500072,34,12
19-11-2025,Telangana,Hyderabad,500080,17,8
14-11-2025,Telangana,Hyderabad,500002,27,18
14-11-2025,Telangana,Hyderabad,500006,50,14
14-11-2025,Telangana,Hyderabad,500010,7,8
14-11-2025,Telangana,Hyderabad,500015,11,15
14-11-2025,Telangana,Hyderabad,500020,44,11
14-11-2025,Telangana,Hyderabad,500029,10,4
14-11-2025,Telangana,Hyderabad,500045,14,9
14-11-2025,Telangana,Hyderabad,500057,0,2
14-11-2025,Telangana,Hyderabad,500059,39,33
14-11-2025,Telangana,Hyderabad,500065,7,6
16-11-2025,Telangana,Hyderabad,500002,2,2
16-11-2025,Telangana,Hyderabad,500006,1,0
16-11-2025,Telangana,Hyderabad,500012,1,0
16-11-2025,Telangana,Hyderabad,500017,4,0
16-11-2025,Telangana,Hyderabad,500044,1,0
16-11-2025,Telangana,Hyderabad,500053,7,0
15-11-2025,Telangana,Hyderabad,500001,25,14
15-11-2025,Telangana,Hyderabad,500002,46,19
15-11-2025,Telangana,Hyderabad,500008,81,44
15-11-2025,Telangana,Hyderabad,500009,18,6
15-11-2025,Telangana,Hyderabad,500013,36,8
15-11-2025,Telangana,Hyderabad,500015,27,10
15-11-2025,Telangana,Hyderabad,500026,19,6
15-11-2025,Telangana,Hyderabad,500027,14,6
15-11-2025,Telangana,Hyderabad,500040,10,9
15-11-2025,Telangana,Hyderabad,500062,19,10
15-11-2025,Telangana,Hyderabad,500096,6,1
18-11-2025,Telangana,Hyderabad,500003,21,21
18-11-2025,Telangana,Hyderabad,500006,61,24
18-11-2025,Telangana,Hyderabad,500007,2,3
18-11-2025,Telangana,Hyderabad,500024,51,24
18-11-2025,Telangana,Hyderabad,500053,109,56
18-11-2025,Telangana,Hyderabad,500055,5,1
18-11-2025,Telangana,Hyderabad,500058,9,6
18-11-2025,Telangana,Hyderabad,500067,23,4
18-11-2025,Telangana,Hyderabad,500080,8,7
18-11-2025,Telangana,Hyderabad,500087,1,0
18-11-2025,Telangana,Hyderabad,500091,4,2
18-11-2025,Telangana,Hyderabad,500096,3,2
17-11-2025,Telangana,Hyderabad,500002,42,24
17-11-2025,Telangana,Hyderabad,500004,22,3
17-11-2025,Telangana,Hyderabad,500008,102,38
17-11-2025,Telangana,Hyderabad,500017,22,12
17-11-2025,Telangana,Hyderabad,500020,55,23
17-11-2025,Telangana,Hyderabad,500025,6,2
17-11-2025,Telangana,Hyderabad,500033,4,5
17-11-2025,Telangana,Hyderabad,500042,1,4
17-11-2025,Telangana,Hyderabad,500045,26,10
17-11-2025,Telangana,Hyderabad,500049,8,5
17-11-2025,Telangana,Hyderabad,500058,4,2
17-11-2025,Telangana,Hyderabad,500072,30,5
17-11-2025,Telangana,Hyderabad,500073,3,2
17-11-2025,Telangana,Hyderabad,500081,2,1
28-11-2025,Telangana,Hyderabad,500006,37,16
28-11-2025,Telangana,Hyderabad,500007,0,5
28-11-2025,Telangana,Hyderabad,500015,22,9
28-11-2025,Telangana,Hyderabad,500018,25,17
28-11-2025,Telangana,Hyderabad,500023,40,16
28-11-2025,Telangana,Hyderabad,500027,5,5
28-11-2025,Telangana,Hyderabad,500036,5,16
28-11-2025,Telangana,Hyderabad,500041,1,1
28-11-2025,Telangana,Hyderabad,500045,22,13
28-11-2025,Telangana,Hyderabad,500053,91,35
28-11-2025,Telangana,Hyderabad,500055,1,2
28-11-2025,Telangana,Hyderabad,500059,25,27
27-11-2025,Telangana,Hyderabad,500003,35,17
27-11-2025,Telangana,Hyderabad,500012,20,6
27-11-2025,Telangana,Hyderabad,500033,2,2
27-11-2025,Telangana,Hyderabad,500038,5,7
27-11-2025,Telangana,Hyderabad,500045,31,14
27-11-2025,Telangana,Hyderabad,500049,6,6
27-11-2025,Telangana,Hyderabad,500064,56,23
28-10-2025,Telangana,Hyderabad,500011,11,16
28-10-2025,Telangana,Hyderabad,500014,2,1
28-10-2025,Telangana,Hyderabad,500036,17,15
28-10-2025,Telangana,Hyderabad,500038,8,2
28-10-2025,Telangana,Hyderabad,500042,4,2
28-10-2025,Telangana,Hyderabad,500057,2,1
28-10-2025,Telangana,Hyderabad,500058,3,4
28-10-2025,Telangana,Hyderabad,500072,10,10
28-10-2025,Telangana,Hyderabad,500080,10,5
28-10-2025,Telangana,Hyderabad,500091,4,1
02-11-2025,Telangana,Hyderabad,500002,0,1
02-11-2025,Telangana,Hyderabad,500011,0,1
02-11-2025,Telangana,Hyderabad,500013,2,6
02-11-2025,Telangana,Hyderabad,500015,0,1
02-11-2025,Telangana,Hyderabad,500023,8,3
02-11-2025,Telangana,Hyderabad,500033,0,1
02-11-2025,Telangana,Hyderabad,500034,4,0
02-11-2025,Telangana,Hyderabad,500036,6,2
02-11-2025,Telangana,Hyderabad,500040,0,1
02-11-2025,Telangana,Hyderabad,500053,2,3
02-11-2025,Telangana,Hyderabad,500067,1,0
03-11-2025,Telangana,Hyderabad,500004,7,11
03-11-2025,Telangana,Hyderabad,500006,34,17
03-11-2025,Telangana,Hyderabad,500013,37,25
03-11-2025,Telangana,Hyderabad,500026,4,14
03-11-2025,Telangana,Hyderabad,500034,7,8
03-11-2025,Telangana,Hyderabad,500044,16,3
03-11-2025,Telangana,Hyderabad,500050,3,5
03-11-2025,Telangana,Hyderabad,500053,47,36
03-11-2025,Telangana,Hyderabad,500059,34,28
03-11-2025,Telangana,Hyderabad,500061,17,17
03-11-2025,Telangana,Hyderabad,500062,21,14
03-11-2025,Telangana,Hyderabad,500064,44,29
03-11-2025,Telangana,Hyderabad,500072,4,10
03-11-2025,Telangana,Hyderabad,500094,7,7
20-11-2025,Telangana,Hyderabad,500008,75,33
20-11-2025,Telangana,Hyderabad,500009,17,7
20-11-2025,Telangana,Hyderabad,500011,16,13
20-11-2025,Telangana,Hyderabad,500015,19,9
20-11-2025,Telangana,Hyderabad,500016,4,4
20-11-2025,Telangana,Hyderabad,500017,14,3
20-11-2025,Telangana,Hyderabad,500028,45,28
20-11-2025,Telangana,Hyderabad,500029,15,15
20-11-2025,Telangana,Hyderabad,500033,5,2
20-11-2025,Telangana,Hyderabad,500034,25,3
20-11-2025,Telangana,Hyderabad,500058,8,6
20-11-2025,Telangana,Hyderabad,500063,1,0
20-11-2025,Telangana,Hyderabad,500091,5,2
20-11-2025,Telangana,Hyderabad,500094,12,4
05-11-2025,Telangana,Hyderabad,500011,11,7
05-11-2025,Telangana,Hyderabad,500015,4,0
05-11-2025,Telangana,Hyderabad,500018,3,5
05-11-2025,Telangana,Hyderabad,500024,15,3
05-11-2025,Telangana,Hyderabad,500027,5,3
05-11-2025,Telangana,Hyderabad,500031,6,0
05-11-2025,Telangana,Hyderabad,500045,18,6
05-11-2025,Telangana,Hyderabad,500047,1,0
05-11-2025,Telangana,Hyderabad,500050,1,0
05-11-2025,Telangana,Hyderabad,500055,1,1
05-11-2025,Telangana,Hyderabad,500061,13,6
05-11-2025,Telangana,Hyderabad,500062,15,12
05-11-2025,Telangana,Hyderabad,500067,0,1
05-11-2025,Telangana,Hyderabad,500072,7,6
06-11-2025,Telangana,Hyderabad,500017,16,11
06-11-2025,Telangana,Hyderabad,500024,28,10
06-11-2025,Telangana,Hyderabad,500036,21,13
06-11-2025,Telangana,Hyderabad,500038,7,10
06-11-2025,Telangana,Hyderabad,500040,9,4
06-11-2025,Telangana,Hyderabad,500045,22,10
06-11-2025,Telangana,Hyderabad,500053,67,39
06-11-2025,Telangana,Hyderabad,500056,12,5
06-11-2025,Telangana,Hyderabad,500080,6,8
11-11-2025,Telangana,Hyderabad,500002,31,9
11-11-2025,Telangana,Hyderabad,500004,18,13
11-11-2025,Telangana,Hyderabad,500007,9,1
11-11-2025,Telangana,Hyderabad,500013,40,26
11-11-2025,Telangana,Hyderabad,500018,15,13
11-11-2025,Telangana,Hyderabad,500025,1,1
11-11-2025,Telangana,Hyderabad,500026,11,9
11-11-2025,Telangana,Hyderabad,500044,19,12
11-11-2025,Telangana,Hyderabad,500050,5,4
11-11-2025,Telangana,Hyderabad,500059,26,26
11-11-2025,Telangana,Hyderabad,500081,1,0
11-11-2025,Telangana,Hyderabad,500091,1,0
21-11-2025,Telangana,Hyderabad,500012,19,5
21-11-2025,Telangana,Hyderabad,500015,21,9
21-11-2025,Telangana,Hyderabad,500017,19,7
21-11-2025,Telangana,Hyderabad,500026,8,5
21-11-2025,Telangana,Hyderabad,500040,19,7
21-11-2025,Telangana,Hyderabad,500057,5,1
21-11-2025,Telangana,Hyderabad,500062,7,8
21-11-2025,Telangana,Hyderabad,500081,0,1
21-11-2025,Telangana,Hyderabad,500091,3,0
21-11-2025,Telangana,Hyderabad,500095,6,2
21-11-2025,Telangana,Hyderabad,500096,10,2
23-11-2025,Telangana,Hyderabad,500006,5,1
23-11-2025,Telangana,Hyderabad,500013,12,4
23-11-2025,Telangana,Hyderabad,500018,1,0
23-11-2025,Telangana,Hyderabad,500023,17,1
23-11-2025,Telangana,Hyderabad,500024,7,2
22-11-2025,Telangana,Hyderabad,500004,31,9
22-11-2025,Telangana,Hyderabad,500008,130,47
22-11-2025,Telangana,Hyderabad,500012,44,11
22-11-2025,Telangana,Hyderabad,500025,3,1
22-11-2025,Telangana,Hyderabad,500028,89,30
22-11-2025,Telangana,Hyderabad,500031,1,0
22-11-2025,Telangana,Hyderabad,500042,9,2
22-11-2025,Telangana,Hyderabad,500094,8,1
24-11-2025,Telangana,Hyderabad,500004,16,3
24-11-2025,Telangana,Hyderabad,500005,36,17
24-11-2025,Telangana,Hyderabad,500008,78,33
24-11-2025,Telangana,Hyderabad,500009,6,6
24-11-2025,Telangana,Hyderabad,500011,10,12
24-11-2025,Telangana,Hyderabad,500016,16,4
24-11-2025,Telangana,Hyderabad,500024,17,8
24-11-2025,Telangana,Hyderabad,500025,1,5
24-11-2025,Telangana,Hyderabad,500038,3,3
24-11-2025,Telangana,Hyderabad,500045,30,10
24-11-2025,Telangana,Hyderabad,500072,15,15
24-11-2025,Telangana,Hyderabad,500096,3,2
25-11-2025,Telangana,Hyderabad,500006,72,18
25-11-2025,Telangana,Hyderabad,500008,94,42
25-11-2025,Telangana,Hyderabad,500025,5,1
25-11-2025,Telangana,Hyderabad,500028,86,14
25-11-2025,Telangana,Hyderabad,500091,0,1
25-11-2025,Telangana,Hyderabad,500095,2,1
26-11-2025,Telangana,Hyderabad,500001,35,16
26-11-2025,Telangana,Hyderabad,500004,8,11
26-11-2025,Telangana,Hyderabad,500006,37,18
26-11-2025,Telangana,Hyderabad,500010,17,8
26-11-2025,Telangana,Hyderabad,500011,17,6
26-11-2025,Telangana,Hyderabad,500015,15,6
26-11-2025,Telangana,Hyderabad,500026,7,10
26-11-2025,Telangana,Hyderabad,500055,1,2
26-11-2025,Telangana,Hyderabad,500059,28,17
26-11-2025,Telangana,Hyderabad,500061,25,12
26-11-2025,Telangana,Hyderabad,500072,13,14
26-11-2025,Telangana,Hyderabad,500085,1,2
10-12-2025,Telangana,Hyderabad,500002,38,14
10-12-2025,Telangana,Hyderabad,500009,14,3
10-12-2025,Telangana,Hyderabad,500015,41,9
10-12-2025,Telangana,Hyderabad,500016,11,5
10-12-2025,Telangana,Hyderabad,500029,12,5
10-12-2025,Telangana,Hyderabad,500034,13,6
10-12-2025,Telangana,Hyderabad,500058,6,1
10-12-2025,Telangana,Hyderabad,500059,52,23
10-12-2025,Telangana,Hyderabad,500065,18,7
10-12-2025,Telangana,Hyderabad,500082,24,1
