date,state,district,pincode,age_0_5,age_5_17,age_18_greater
24-10-2025,Telangana,Hyderabad,500053,18,4,0
24-10-2025,Telangana,Hyderabad,500054,3,1,0
24-10-2025,Telangana,Hyderabad,500059,14,3,0
24-10-2025,Telangana,Hyderabad,500081,1,0,0
24-10-2025,Telangana,Hyderabad,500082,2,1,0
25-10-2025,Telangana,Hyderabad,500008,28,7,0
25-10-2025,Telangana,Hyderabad,500023,18,4,0
25-10-2025,Telangana,Hyderabad,500049,0,1,0
25-10-2025,Telangana,Hyderabad,500053,27,9,0
25-10-2025,Telangana,Hyderabad,500064,22,3,0
27-10-2025,Telangana,Hyderabad,500001,1,3,0
27-10-2025,Telangana,Hyderabad,500011,3,1,0
27-10-2025,Telangana,Hyderabad,500013,2,0,0
27-10-2025,Telangana,Hyderabad,500027,0,1,0
27-10-2025,Telangana,Hyderabad,500028,8,0,1
27-10-2025,Telangana,Hyderabad,500029,2,0,1
27-10-2025,Telangana,Hyderabad,500036,1,0,0
27-10-2025,Telangana,Hyderabad,500038,1,0,0
27-10-2025,Telangana,Hyderabad,500045,3,2,0
27-10-2025,Telangana,Hyderabad,500049,0,1,0
27-10-2025,Telangana,Hyderabad,500053,11,1,1
27-10-2025,Telangana,Hyderabad,500064,7,3,0
28-10-2025,Telangana,Hyderabad,500011,4,0,0
28-10-2025,Telangana,Hyderabad,500036,4,0,0
28-10-2025,Telangana,Hyderabad,500038,1,0,0
28-10-2025,Telangana,Hyderabad,500042,1,0,0
28-10-2025,Telangana,Hyderabad,500058,2,0,0
28-10-2025,Telangana,Hyderabad,500072,2,0,0
28-10-2025,Telangana,Hyderabad,500080,0,1,0
28-10-2025,Telangana,Hyderabad,500091,1,0,0
05-11-2025,Telangana,Hyderabad,500009,1,2,0
05-11-2025,Telangana,Hyderabad,500015,1,1,0
05-11-2025,Telangana,Hyderabad,500018,4,2,0
05-11-2025,Telangana,Hyderabad,500024,5,0,0
05-11-2025,Telangana,Hyderabad,500027,2,0,0
05-11-2025,Telangana,Hyderabad,500045,0,1,0
05-11-2025,Telangana,Hyderabad,500061,4,0,0
05-11-2025,Telangana,Hyderabad,500062,1,1,0
05-11-2025,Telangana,Hyderabad,500072,0,4,0
03-11-2025,Telangana,Hyderabad,500004,1,0,1
03-11-2025,Telangana,Hyderabad,500006,4,1,0
03-11-2025,Telangana,Hyderabad,500013,6,0,1
03-11-2025,Telangana,Hyderabad,500026,1,0,0
03-11-2025,Telangana,Hyderabad,500034,1,2,0
03-11-2025,Telangana,Hyderabad,500044,1,1,0
03-11-2025,Telangana,Hyderabad,500053,13,3,0
03-11-2025,Telangana,Hyderabad,500059,4,0,2
03-11-2025,Telangana,Hyderabad,500061,1,1,0
03-11-2025,Telangana,Hyderabad,500062,0,0,1
03-11-2025,Telangana,Hyderabad,500064,5,1,0
03-11-2025,Telangana,Hyderabad,500072,3,1,0
03-11-2025,Telangana,Hyderabad,500094,1,2,0
07-11-2025,Telangana,Hyderabad,500011,1,0,0
07-11-2025,Telangana,Hyderabad,500017,2,0,1
07-11-2025,Telangana,Hyderabad,500018,3,1,0
07-11-2025,Telangana,Hyderabad,500029,1,0,0
07-11-2025,Telangana,Hyderabad,500073,2,0,0
06-11-2025,Telangana,Hyderabad,500017,1,0,0
06-11-2025,Telangana,Hyderabad,500024,3,1,1
06-11-2025,Telangana,Hyderabad,500036,1,1,0
06-11-2025,Telangana,Hyderabad,500038,4,2,0
06-11-2025,Telangana,Hyderabad,500040,3,0,0
06-11-2025,Telangana,Hyderabad,500045,1,0,1
06-11-2025,Telangana,Hyderabad,500053,14,1,3
06-11-2025,Telangana,Hyderabad,500056,1,0,0
06-11-2025,Telangana,Hyderabad,500080,3,0,0
08-11-2025,Telangana,Hyderabad,500002,9,2,0
08-11-2025,Telangana,Hyderabad,500013,3,0,0
08-11-2025,Telangana,Hyderabad,500018,4,0,0
08-11-2025,Telangana,Hyderabad,500033,2,0,0
08-11-2025,Telangana,Hyderabad,500038,1,0,0
08-11-2025,Telangana,Hyderabad,500040,1,0,0
08-11-2025,Telangana,Hyderabad,500045,1,1,0
08-11-2025,Telangana,Hyderabad,500056,2,0,0
08-11-2025,Telangana,Hyderabad,500081,1,1,0
09-11-2025,Telangana,Hyderabad,500002,6,2,0
09-11-2025,Telangana,Hyderabad,500003,1,1,0
09-11-2025,Telangana,Hyderabad,500009,1,0,0
09-11-2025,Telangana,Hyderabad,500012,1,1,0
09-11-2025,Telangana,Hyderabad,500028,6,0,0
09-11-2025,Telangana,Hyderabad,500034,0,0,1
09-11-2025,Telangana,Hyderabad,500053,31,2,0
09-11-2025,Telangana,Hyderabad,500059,6,3,0
09-11-2025,Telangana,Hyderabad,500062,2,1,0
09-11-2025,Telangana,Hyderabad,500096,0,1,0
13-11-2025,Telangana,Hyderabad,500008,6,4,0
13-11-2025,Telangana,Hyderabad,500018,1,1,0
13-11-2025,Telangana,Hyderabad,500029,2,0,0
13-11-2025,Telangana,Hyderabad,500044,1,0,0
13-11-2025,Telangana,Hyderabad,500056,1,0,0
13-11-2025,Telangana,Hyderabad,500062,1,0,0
13-11-2025,Telangana,Hyderabad,500085,1,0,0
12-11-2025,Telangana,Hyderabad,500001,5,0,0
12-11-2025,Telangana,Hyderabad,500011,3,2,1
12-11-2025,Telangana,Hyderabad,500020,2,1,1
12-11-2025,Telangana,Hyderabad,500023,9,2,0
12-11-2025,Telangana,Hyderabad,500026,1,0,0
12-11-2025,Telangana,Hyderabad,500054,1,1,0
12-11-2025,Telangana,Hyderabad,500062,1,0,0
12-11-2025,Telangana,Hyderabad,500064,8,2,0
12-11-2025,Telangana,Hyderabad,500082,2,0,0
16-11-2025,Telangana,Hyderabad,500002,6,0,0
16-11-2025,Telangana,Hyderabad,500004,1,1,0
16-11-2025,Telangana,Hyderabad,500006,5,2,0
16-11-2025,Telangana,Hyderabad,500010,3,1,0
16-11-2025,Telangana,Hyderabad,500012,3,0,0
16-11-2025,Telangana,Hyderabad,500017,1,0,0
16-11-2025,Telangana,Hyderabad,500044,3,1,0
16-11-2025,Telangana,Hyderabad,500053,14,3,0
17-11-2025,Telangana,Hyderabad,500002,1,1,0
17-11-2025,Telangana,Hyderabad,500004,1,0,0
17-11-2025,Telangana,Hyderabad,500008,4,4,0
17-11-2025,Telangana,Hyderabad,500017,1,0,0
17-11-2025,Telangana,Hyderabad,500020,3,0,0
17-11-2025,Telangana,Hyderabad,500042,0,1,0
17-11-2025,Telangana,Hyderabad,500045,3,2,0
17-11-2025,Telangana,Hyderabad,500072,1,0,0
17-11-2025,Telangana,Hyderabad,500073,1,0,1
17-11-2025,Telangana,Hyderabad,500081,0,1,0
15-12-2025,Telangana,Hyderabad,500005,32,3,0
15-12-2025,Telangana,Hyderabad,500025,0,1,0
15-12-2025,Telangana,Hyderabad,500029,6,1,2
15-12-2025,Telangana,Hyderabad,500044,2,2,1
15-12-2025,Telangana,Hyderabad,500061,6,1,0
15-12-2025,Telangana,Hyderabad,500072,2,2,0
25-11-2025,Telangana,Hyderabad,500006,11,0,0
25-11-2025,Telangana,Hyderabad,500008,16,3,0
25-11-2025,Telangana,Hyderabad,500028,7,3,0
30-10-2025,Telangana,Hyderabad,500004,7,3,0
30-10-2025,Telangana,Hyderabad,500009,6,0,0
30-10-2025,Telangana,Hyderabad,500023,31,3,0
30-10-2025,Telangana,Hyderabad,500029,4,1,0
30-10-2025,Telangana,Hyderabad,500044,5,2,0
30-10-2025,Telangana,Hyderabad,500061,4,4,0
30-10-2025,Telangana,Hyderabad,500067,6,2,0
30-10-2025,Telangana,Hyderabad,500072,5,0,0
30-10-2025,Telangana,Hyderabad,500081,1,0,0
30-10-2025,Telangana,Hyderabad,500095,2,0,0
29-10-2025,Telangana,Hyderabad,500007,2,0,0
29-10-2025,Telangana,Hyderabad,500008,10,1,0
29-10-2025,Telangana,Hyderabad,500010,0,1,0
29-10-2025,Telangana,Hyderabad,500018,3,0,0
29-10-2025,Telangana,Hyderabad,500025,2,0,0
29-10-2025,Telangana,Hyderabad,500027,2,0,0
29-10-2025,Telangana,Hyderabad,500033,1,1,0
29-10-2025,Telangana,Hyderabad,500044,1,1,0
29-10-2025,Telangana,Hyderabad,500059,3,1,2
29-10-2025,Telangana,Hyderabad,500061,3,2,0
02-11-2025,Telangana,Hyderabad,500002,13,1,1
02-11-2025,Telangana,Hyderabad,500009,5,2,0
02-11-2025,Telangana,Hyderabad,500011,3,1,0
02-11-2025,Telangana,Hyderabad,500013,13,5,0
02-11-2025,Telangana,Hyderabad,500015,2,0,0
02-11-2025,Telangana,Hyderabad,500016,6,1,0
02-11-2025,Telangana,Hyderabad,500023,23,4,0
02-11-2025,Telangana,Hyderabad,500033,0,2,0
02-11-2025,Telangana,Hyderabad,500034,3,3,0
02-11-2025,Telangana,Hyderabad,500036,9,1,0
02-11-2025,Telangana,Hyderabad,500040,2,1,0
02-11-2025,Telangana,Hyderabad,500050,1,4,0
02-11-2025,Telangana,Hyderabad,500053,23,3,0
02-11-2025,Telangana,Hyderabad,500067,3,0,0
02-11-2025,Telangana,Hyderabad,500078,1,1,0
02-11-2025,Telangana,Hyderabad,500080,3,0,0
02-11-2025,Telangana,Hyderabad,500081,1,0,0
02-11-2025,Telangana,Hyderabad,500085,1,1,0
02-11-2025,Telangana,Hyderabad,500094,0,1,0
01-11-2025,Telangana,Hyderabad,500013,1,0,0
01-11-2025,Telangana,Hyderabad,500045,1,0,0
01-11-2025,Telangana,Hyderabad,500053,9,2,0
01-11-2025,Telangana,Hyderabad,500067,1,0,0
31-10-2025,Telangana,Hyderabad,500007,2,0,0
31-10-2025,Telangana,Hyderabad,500018,7,1,0
31-10-2025,Telangana,Hyderabad,500044,3,0,0
31-10-2025,Telangana,Hyderabad,500045,1,1,0
10-11-2025,Telangana,Hyderabad,500004,1,0,0
10-11-2025,Telangana,Hyderabad,500018,7,0,0
10-11-2025,Telangana,Hyderabad,500024,7,0,0
10-11-2025,Telangana,Hyderabad,500029,4,0,2
10-11-2025,Telangana,Hyderabad,500033,3,0,0
10-11-2025,Telangana,Hyderabad,500036,6,2,0
10-11-2025,Telangana,Hyderabad,500050,1,1,0
10-11-2025,Telangana,Hyderabad,500080,3,0,0
11-11-2025,Telangana,Hyderabad,500002,5,0,0
11-11-2025,Telangana,Hyderabad,500004,2,0,0
11-11-2025,Telangana,Hyderabad,500013,5,0,0
11-11-2025,Telangana,Hyderabad,500018,6,0,0
11-11-2025,Telangana,Hyderabad,500026,2,1,1
11-11-2025,Telangana,Hyderabad,500044,1,0,0
11-11-2025,Telangana,Hyderabad,500050,1,0,0
11-11-2025,Telangana,Hyderabad,500059,7,1,0
11-11-2025,Telangana,Hyderabad,500081,1,0,0
15-11-2025,Telangana,Hyderabad,500001,6,1,1
15-11-2025,Telangana,Hyderabad,500002,16,7,0
15-11-2025,Telangana,Hyderabad,500008,17,6,3
15-11-2025,Telangana,Hyderabad,500009,6,0,0
15-11-2025,Telangana,Hyderabad,500013,14,3,1
15-11-2025,Telangana,Hyderabad,500015,5,2,0
15-11-2025,Telangana,Hyderabad,500026,3,0,0
15-11-2025,Telangana,Hyderabad,500027,3,1,0
15-11-2025,Telangana,Hyderabad,500040,4,0,0
15-11-2025,Telangana,Hyderabad,500062,4,1,0
15-11-2025,Telangana,Hyderabad,500096,1,0,0
14-11-2025,Telangana,Hyderabad,500002,17,0,0
14-11-2025,Telangana,Hyderabad,500006,11,1,0
14-11-2025,Telangana,Hyderabad,500010,2,0,0
14-11-2025,Telangana,Hyderabad,500015,1,1,0
14-11-2025,Telangana,Hyderabad,500020,7,0,0
14-11-2025,Telangana,Hyderabad,500029,1,0,0
14-11-2025,Telangana,Hyderabad,500045,1,0,0
14-11-2025,Telangana,Hyderabad,500057,1,0,0
14-11-2025,Telangana,Hyderabad,500059,7,1,0
14-11-2025,Telangana,Hyderabad,500065,6,0,0
19-11-2025,Telangana,Hyderabad,500004,6,2,0
19-11-2025,Telangana,Hyderabad,500005,30,6,0
19-11-2025,Telangana,Hyderabad,500017,2,0,0
19-11-2025,Telangana,Hyderabad,500034,7,0,1
19-11-2025,Telangana,Hyderabad,500040,7,1,0
19-11-2025,Telangana,Hyderabad,500049,1,0,0
19-11-2025,Telangana,Hyderabad,500062,3,2,0
19-11-2025,Telangana,Hyderabad,500072,1,0,0
19-11-2025,Telangana,Hyderabad,500080,1,1,0
18-11-2025,Telangana,Hyderabad,500003,2,4,0
18-11-2025,Telangana,Hyderabad,500006,9,0,0
18-11-2025,Telangana,Hyderabad,500007,3,0,0
18-11-2025,Telangana,Hyderabad,500024,7,3,1
18-11-2025,Telangana,Hyderabad,500053,25,9,0
18-11-2025,Telangana,Hyderabad,500055,0,1,0
18-11-2025,Telangana,Hyderabad,500058,2,1,0
18-11-2025,Telangana,Hyderabad,500067,3,1,0
18-11-2025,Telangana,Hyderabad,500080,1,0,0
18-11-2025,Telangana,Hyderabad,500096,3,0,0
22-12-2025,Telangana,Hyderabad,500001,6,0,0
22-12-2025,Telangana,Hyderabad,500005,33,0,0
22-12-2025,Telangana,Hyderabad,500009,1,0,0
22-12-2025,Telangana,Hyderabad,500010,4,0,0
22-12-2025,Telangana,Hyderabad,500012,10,0,0
22-12-2025,Telangana,Hyderabad,500013,25,0,0
22-12-2025,Telangana,Hyderabad,500018,23,0,0
22-12-2025,Telangana,Hyderabad,500058,8,0,0
22-12-2025,Telangana,Hyderabad,500064,23,0,0
22-12-2025,Telangana,Hyderabad,500080,3,0,0
22-12-2025,Telangana,Hyderabad,500094,3,0,0
21-12-2025,Telangana,Hyderabad,500002,5,0,0
21-12-2025,Telangana,Hyderabad,500003,2,0,0
21-12-2025,Telangana,Hyderabad,500005,13,0,0
21-12-2025,Telangana,Hyderabad,500012,5,0,0
21-12-2025,Telangana,Hyderabad,500018,4,0,0
21-12-2025,Telangana,Hyderabad,500023,4,0,0
21-12-2025,Telangana,Hyderabad,500026,1,0,0
21-12-2025,Telangana,Hyderabad,500040,4,0,0
21-12-2025,Telangana,Hyderabad,500065,2,0,0
21-12-2025,Telangana,Hyderabad,500094,2,0,0
23-12-2025,Telangana,Hyderabad,500004,2,0,0
23-12-2025,Telangana,Hyderabad,500018,8,0,0
23-12-2025,Telangana,Hyderabad,500028,10,0,0
23-12-2025,Telangana,Hyderabad,500045,2,0,0
23-12-2025,Telangana,Hyderabad,500049,2,0,0
23-12-2025,Telangana,Hyderabad,500058,4,0,0
23-12-2025,Telangana,Hyderabad,500067,2,0,0
23-12-2025,Telangana,Hyderabad,500082,2,0,0
24-12-2025,Telangana,Hyderabad,500002,6,1,0
24-12-2025,Telangana,Hyderabad,500006,7,0,1
24-12-2025,Telangana,Hyderabad,500008,8,1,0
24-12-2025,Telangana,Hyderabad,500011,1,0,0
24-12-2025,Telangana,Hyderabad,500015,2,1,0
24-12-2025,Telangana,Hyderabad,500016,2,0,0
24-12-2025,Telangana,Hyderabad,500025,3,0,0
24-12-2025,Telangana,Hyderabad,500040,1,1,0
24-12-2025,Telangana,Hyderabad,500044,1,0,2
24-12-2025,Telangana,Hyderabad,500045,2,1,0
24-12-2025,Telangana,Hyderabad,500056,1,0,0
24-12-2025,Telangana,Hyderabad,500059,4,1,0
24-12-2025,Telangana,Hyderabad,500067,1,0,0
24-12-2025,Telangana,Hyderabad,500080,2,0,0
24-12-2025,Telangana,Hyderabad,500095,0,1,1
25-12-2025,Telangana,Hyderabad,500004,2,3,0
25-12-2025,Telangana,Hyderabad,500008,5,5,2
25-12-2025,Telangana,Hyderabad,500010,1,1,0
25-12-2025,Telangana,Hyderabad,500013,3,3,0
25-12-2025,Telangana,Hyderabad,500016,2,0,0
25-12-2025,Telangana,Hyderabad,500045,0,1,0
25-12-2025,Telangana,Hyderabad,500064,3,6,0
25-12-2025,Telangana,Hyderabad,500073,1,0,1
26-12-2025,Telangana,Hyderabad,500015,0,1,0
26-12-2025,Telangana,Hyderabad,500034,1,1,0
26-12-2025,Telangana,Hyderabad,500041,0,1,0
26-12-2025,Telangana,Hyderabad,500057,0,1,0
27-12-2025,Telangana,Hyderabad,500023,1,0,0
27-12-2025,Telangana,Hyderabad,500029,1,2,0
27-12-2025,Telangana,Hyderabad,500036,2,0,0
27-12-2025,Telangana,Hyderabad,500038,0,0,1
27-12-2025,Telangana,Hyderabad,500062,0,2,0
29-12-2025,Telangana,Hyderabad,500002,2,0,0
29-12-2025,Telangana,Hyderabad,500013,1,1,0
29-12-2025,Telangana,Hyderabad,500034,3,0,0
29-12-2025,Telangana,Hyderabad,500036,2,3,0
29-12-2025,Telangana,Hyderabad,500054,1,0,0
29-12-2025,Telangana,Hyderabad,500056,0,1,0
28-12-2025,Telangana,Hyderabad,500016,1,0,0
28-12-2025,Telangana,Hyderabad,500020,0,1,0
28-12-2025,Telangana,Hyderabad,500047,1,0,0
28-12-2025,Telangana,Hyderabad,500055,1,0,0
28-12-2025,Telangana,Hyderabad,500059,2,1,0
28-12-2025,Telangana,Hyderabad,500067,0,1,0
31-12-2025,Telangana,Hyderabad,500002,5,2,0
31-12-2025,Telangana,Hyderabad,500006,10,6,0
31-12-2025,Telangana,Hyderabad,500008,17,9,0
31-12-2025,Telangana,Hyderabad,500015,2,2,1
31-12-2025,Telangana,Hyderabad,500020,6,1,0
31-12-2025,Telangana,Hyderabad,500029,0,1,0
31-12-2025,Telangana,Hyderabad,500031,0,1,0
31-12-2025,Telangana,Hyderabad,500044,4,0,0
31-12-2025,Telangana,Hyderabad,500091,3,0,0
31-12-2025,Telangana,Hyderabad,500094,2,0,1
01-01-2026,Telangana,Hyderabad,500006,20,4,0
01-01-2026,Telangana,Hyderabad,500011,8,2,1
01-01-2026,Telangana,Hyderabad,500016,6,1,0
01-01-2026,Telangana,Hyderabad,500027,4,0,0
01-01-2026,Telangana,Hyderabad,500029,6,1,1
01-01-2026,Telangana,Hyderabad,500031,2,0,0
01-01-2026,Telangana,Hyderabad,500036,22,1,0
01-01-2026,Telangana,Hyderabad,500065,6,0,0
01-01-2026,Telangana,Hyderabad,500067,4,2,0
01-01-2026,Telangana,Hyderabad,500073,3,0,0
01-01-2026,Telangana,Hyderabad,500078,1,0,0
01-01-2026,Telangana,Hyderabad,500082,5,1,0
01-01-2026,Telangana,Hyderabad,500091,0,3,0
02-01-2026,Telangana,Hyderabad,500003,2,0,0
02-01-2026,Telangana,Hyderabad,500011,1,0,0
02-01-2026,Telangana,Hyderabad,500013,5,0,5
02-01-2026,Telangana,Hyderabad,500018,5,1,0
02-01-2026,Telangana,Hyderabad,500020,2,0,1
02-01-2026,Telangana,Hyderabad,500045,2,0,1
02-01-2026,Telangana,Hyderabad,500049,1,0,0
02-01-2026,Telangana,Hyderabad,500053,10,4,1
02-01-2026,Telangana,Hyderabad,500054,2,0,0
02-01-2026,Telangana,Hyderabad,500056,1,0,0
02-01-2026,Telangana,Hyderabad,500062,1,0,0
02-01-2026,Telangana,Hyderabad,500064,7,4,0
02-01-2026,Telangana,Hyderabad,500073,1,0,0
02-01-2026,Telangana,Hyderabad,500080,1,1,0
03-01-2026,Telangana,Hyderabad,500005,0,1,0
03-01-2026,Telangana,Hyderabad,500008,0,3,0
03-01-2026,Telangana,Hyderabad,500015,0,1,0
03-01-2026,Telangana,Hyderabad,500049,0,1,0
03-01-2026,Telangana,Hyderabad,500053,1,4,0
03-01-2026,Telangana,Hyderabad,500054,0,2,0
03-01-2026,Telangana,Hyderabad,500064,0,1,0
09-06-2025,Telangana,Hyderabad,500001,2,0,0
09-06-2025,Telangana,Hyderabad,500010,0,1,0
09-06-2025,Telangana,Hyderabad,500012,5,2,0
09-06-2025,Telangana,Hyderabad,500018,5,4,1
09-06-2025,Telangana,Hyderabad,500024,2,0,0
09-06-2025,Telangana,Hyderabad,500033,0,1,0
09-06-2025,Telangana,Hyderabad,500034,3,2,0
09-06-2025,Telangana,Hyderabad,500038,1,0,0
09-06-2025,Telangana,Hyderabad,500058,1,3,0
09-06-2025,Telangana,Hyderabad,500067,1,0,0
09-06-2025,Telangana,Hyderabad,500096,1,1,0
10-06-2025,Telangana,Hyderabad,500001,2,6,0
10-06-2025,Telangana,Hyderabad,500004,2,2,0
10-06-2025,Telangana,Hyderabad,500010,2,1,0
10-06-2025,Telangana,Hyderabad,500012,1,5,0
10-06-2025,Telangana,Hyderabad,500018,5,4,0
10-06-2025,Telangana,Hyderabad,500020,1,5,0
10-06-2025,Telangana,Hyderabad,500031,2,0,0
10-06-2025,Telangana,Hyderabad,500045,4,0,0
10-06-2025,Telangana,Hyderabad,500053,6,2,0
10-06-2025,Telangana,Hyderabad,500058,2,0,0
10-06-2025,Telangana,Hyderabad,500059,11,5,0
10-06-2025,Telangana,Hyderabad,500080,1,1,0
10-06-2025,Telangana,Hyderabad,500094,0,2,0
10-06-2025,Telangana,Hyderabad,500096,1,0,0
11-06-2025,Telangana,Hyderabad,500002,8,3,0
11-06-2025,Telangana,Hyderabad,500004,5,3,0
11-06-2025,Telangana,Hyderabad,500008,13,9,4
11-06-2025,Telangana,Hyderabad,500011,4,0,0
11-06-2025,Telangana,Hyderabad,500024,7,3,0
11-06-2025,Telangana,Hyderabad,500036,8,3,0
11-06-2025,Telangana,Hyderabad,500040,1,0,0
11-06-2025,Telangana,Hyderabad,500054,2,0,0
11-06-2025,Telangana,Hyderabad,500065,6,2,0
11-06-2025,Telangana,Hyderabad,500088,1,0,0
11-06-2025,Telangana,Hyderabad,500095,2,1,0
14-06-2025,Telangana,Hyderabad,500008,13,2,0
14-06-2025,Telangana,Hyderabad,500016,2,0,0
14-06-2025,Telangana,Hyderabad,500017,1,1,0
14-06-2025,Telangana,Hyderabad,500065,3,2,1
14-06-2025,Telangana,Hyderabad,500073,2,2,0
14-06-2025,Telangana,Hyderabad,500080,0,3,0
14-06-2025,Telangana,Hyderabad,500082,0,1,0
13-06-2025,Telangana,Hyderabad,500005,8,3,0
13-06-2025,Telangana,Hyderabad,500007,1,0,0
13-06-2025,Telangana,Hyderabad,500012,3,1,0
13-06-2025,Telangana,Hyderabad,500018,5,0,1
13-06-2025,Telangana,Hyderabad,500020,7,5,0
13-06-2025,Telangana,Hyderabad,500034,1,0,0
13-06-2025,Telangana,Hyderabad,500050,0,1,0
13-06-2025,Telangana,Hyderabad,500059,6,2,0
13-06-2025,Telangana,Hyderabad,500081,1,0,0
13-06-2025,Telangana,Hyderabad,500094,2,1,0
13-06-2025,Telangana,Hyderabad,500096,2,3,0
12-06-2025,Telangana,Hyderabad,500003,6,0,0
12-06-2025,Telangana,Hyderabad,500004,0,1,0
12-06-2025,Telangana,Hyderabad,500017,3,0,0
12-06-2025,Telangana,Hyderabad,500020,9,2,0
12-06-2025,Telangana,Hyderabad,500023,11,4,0
12-06-2025,Telangana,Hyderabad,500026,2,1,0
12-06-2025,Telangana,Hyderabad,500033,1,0,1
12-06-2025,Telangana,Hyderabad,500061,1,2,0
12-06-2025,Telangana,Hyderabad,500064,11,2,0
15-06-2025,Telangana,Hyderabad,500013,5,3,0
15-06-2025,Telangana,Hyderabad,500020,2,0,0
15-06-2025,Telangana,Hyderabad,500065,2,1,0
17-06-2025,Telangana,Hyderabad,500006,20,8,1
17-06-2025,Telangana,Hyderabad,500009,0,2,0
17-06-2025,Telangana,Hyderabad,500015,1,1,0
17-06-2025,Telangana,Hyderabad,500024,5,4,0
17-06-2025,Telangana,Hyderabad,500053,13,7,2
17-06-2025,Telangana,Hyderabad,500055,2,0,0
17-06-2025,Telangana,Hyderabad,500072,1,1,0
17-06-2025,Telangana,Hyderabad,500094,1,1,0
16-06-2025,Telangana,Hyderabad,500010,0,1,0
16-06-2025,Telangana,Hyderabad,500034,1,1,1
16-06-2025,Telangana,Hyderabad,500050,0,1,0
16-06-2025,Telangana,Hyderabad,500053,9,6,0
16-06-2025,Telangana,Hyderabad,500058,2,1,0
16-06-2025,Telangana,Hyderabad,500062,0,2,0
16-06-2025,Telangana,Hyderabad,500065,0,1,0
16-06-2025,Telangana,Hyderabad,500080,3,0,0
18-06-2025,Telangana,Hyderabad,500003,3,0,0
18-06-2025,Telangana,Hyderabad,500012,2,2,0
18-06-2025,Telangana,Hyderabad,500020,2,0,0
18-06-2025,Telangana,Hyderabad,500064,7,0,0
19-06-2025,Telangana,Hyderabad,500006,14,3,0
19-06-2025,Telangana,Hyderabad,500027,2,2,1
19-06-2025,Telangana,Hyderabad,500028,9,5,1
19-06-2025,Telangana,Hyderabad,500034,3,1,2
19-06-2025,Telangana,Hyderabad,500049,0,1,0
19-06-2025,Telangana,Hyderabad,500064,14,8,0
19-06-2025,Telangana,Hyderabad,500065,6,2,0
19-06-2025,Telangana,Hyderabad,500080,2,0,0
01-05-2025,Telangana,Hyderabad,500008,475,129,10
01-06-2025,Telangana,Hyderabad,500008,353,271,21
01-07-2025,Telangana,Hyderabad,500027,104,45,11
01-07-2025,Telangana,Hyderabad,500047,114,40,18
01-07-2025,Telangana,Hyderabad,500056,98,35,10
01-07-2025,Telangana,Hyderabad,500008,880,362,15
01-09-2025,Telangana,Hyderabad,500018,11,0,0
01-09-2025,Telangana,Hyderabad,500023,9,7,0
01-09-2025,Telangana,Hyderabad,500045,3,3,0
01-09-2025,Telangana,Hyderabad,500053,18,5,0
01-09-2025,Telangana,Hyderabad,500054,2,2,0
01-09-2025,Telangana,Hyderabad,500058,2,0,0
01-09-2025,Telangana,Hyderabad,500065,3,1,0
01-09-2025,Telangana,Hyderabad,500072,1,1,0
01-09-2025,Telangana,Hyderabad,500091,1,0,0
01-09-2025,Telangana,Hyderabad,500096,1,0,0
03-09-2025,Telangana,Hyderabad,500004,1,0,0
03-09-2025,Telangana,Hyderabad,500009,2,0,0
03-09-2025,Telangana,Hyderabad,500036,4,2,0
03-09-2025,Telangana,Hyderabad,500055,2,1,0
03-09-2025,Telangana,Hyderabad,500056,0,0,1
03-09-2025,Telangana,Hyderabad,500061,3,1,0
03-09-2025,Telangana,Hyderabad,500080,2,0,0
02-09-2025,Telangana,Hyderabad,500001,3,7,0
02-09-2025,Telangana,Hyderabad,500007,1,0,0
02-09-2025,Telangana,Hyderabad,500009,2,0,0
02-09-2025,Telangana,Hyderabad,500011,8,0,0
02-09-2025,Telangana,Hyderabad,500012,5,1,0
02-09-2025,Telangana,Hyderabad,500015,2,1,0
02-09-2025,Telangana,Hyderabad,500044,1,0,0
02-09-2025,Telangana,Hyderabad,500049,2,0,0
02-09-2025,Telangana,Hyderabad,500057,3,2,0
02-09-2025,Telangana,Hyderabad,500062,2,0,0
02-09-2025,Telangana,Hyderabad,500065,1,1,0
07-09-2025,Telangana,Hyderabad,500011,1,0,0
06-09-2025,Telangana,Hyderabad,500007,0,1,0
06-09-2025,Telangana,Hyderabad,500008,4,0,0
06-09-2025,Telangana,Hyderabad,500018,1,0,0
06-09-2025,Telangana,Hyderabad,500036,3,0,0
06-09-2025,Telangana,Hyderabad,500044,1,0,0
06-09-2025,Telangana,Hyderabad,500045,1,0,0
06-09-2025,Telangana,Hyderabad,500080,0,1,0
06-09-2025,Telangana,Hyderabad,500082,1,0,0
05-09-2025,Telangana,Hyderabad,500018,1,0,0
05-09-2025,Telangana,Hyderabad,500034,0,1,0
05-09-2025,Telangana,Hyderabad,500055,1,1,0
05-09-2025,Telangana,Hyderabad,500059,3,1,0
05-09-2025,Telangana,Hyderabad,500091,1,0,0
04-09-2025,Telangana,Hyderabad,500012,2,3,0
04-09-2025,Telangana,Hyderabad,500020,3,0,0
04-09-2025,Telangana,Hyderabad,500025,1,0,0
04-09-2025,Telangana,Hyderabad,500049,2,0,0
04-09-2025,Telangana,Hyderabad,500062,3,0,0
04-09-2025,Telangana,Hyderabad,500067,3,1,0
04-09-2025,Telangana,Hyderabad,500072,3,2,0
