date,state,district,pincode,demo_age_5_17,demo_age_17_
14-12-2025,Telangana,Hyderabad,500020,0,8
14-12-2025,Telangana,Hyderabad,500025,0,1
14-12-2025,Telangana,Hyderabad,500027,0,2
14-12-2025,Telangana,Hyderabad,500044,2,3
14-12-2025,Telangana,Hyderabad,500049,0,4
14-12-2025,Telangana,Hyderabad,500059,3,18
14-12-2025,Telangana,Hyderabad,500069,0,1
14-12-2025,Telangana,Hyderabad,500080,0,1
14-12-2025,Telangana,Hyderabad,500096,2,0
20-12-2025,Telangana,Hyderabad,500017,7,15
20-12-2025,Telangana,Hyderabad,500027,4,9
20-12-2025,Telangana,Hyderabad,500042,0,5
20-12-2025,Telangana,Hyderabad,500044,5,15
20-12-2025,Telangana,Hyderabad,500054,3,12
20-12-2025,Telangana,Hyderabad,500058,2,9
20-12-2025,Telangana,Hyderabad,500064,8,46
20-12-2025,Telangana,Hyderabad,500087,0,1
21-12-2025,Telangana,Hyderabad,500008,7,26
21-12-2025,Telangana,Hyderabad,500015,0,8
21-12-2025,Telangana,Hyderabad,500033,1,3
21-12-2025,Telangana,Hyderabad,500038,2,5
21-12-2025,Telangana,Hyderabad,500045,1,14
21-12-2025,Telangana,Hyderabad,500053,5,22
21-12-2025,Telangana,Hyderabad,500054,2,5
21-12-2025,Telangana,Hyderabad,500058,0,3
21-12-2025,Telangana,Hyderabad,500059,2,18
21-12-2025,Telangana,Hyderabad,500061,0,9
21-12-2025,Telangana,Hyderabad,500064,4,11
21-12-2025,Telangana,Hyderabad,500080,0,2
21-12-2025,Telangana,Hyderabad,500095,0,1
22-12-2025,Telangana,Hyderabad,500008,11,73
22-12-2025,Telangana,Hyderabad,500011,2,32
22-12-2025,Telangana,Hyderabad,500023,6,44
22-12-2025,Telangana,Hyderabad,500026,0,15
22-12-2025,Telangana,Hyderabad,500033,1,12
22-12-2025,Telangana,Hyderabad,500040,1,6
22-12-2025,Telangana,Hyderabad,500042,1,5
22-12-2025,Telangana,Hyderabad,500053,7,87
22-12-2025,Telangana,Hyderabad,500054,2,13
22-12-2025,Telangana,Hyderabad,500072,1,6
22-12-2025,Telangana,Hyderabad,500073,2,7
22-12-2025,Telangana,Hyderabad,500078,0,2
22-12-2025,Telangana,Hyderabad,500087,1,0
17-12-2025,Telangana,Hyderabad,500012,3,15
17-12-2025,Telangana,Hyderabad,500013,9,47
17-12-2025,Telangana,Hyderabad,500020,4,34
17-12-2025,Telangana,Hyderabad,500026,1,25
17-12-2025,Telangana,Hyderabad,500029,1,18
17-12-2025,Telangana,Hyderabad,500031,1,2
17-12-2025,Telangana,Hyderabad,500033,0,11
17-12-2025,Telangana,Hyderabad,500038,3,18
17-12-2025,Telangana,Hyderabad,500042,0,3
17-12-2025,Telangana,Hyderabad,500055,1,4
17-12-2025,Telangana,Hyderabad,500056,1,5
17-12-2025,Telangana,Hyderabad,500058,2,12
17-12-2025,Telangana,Hyderabad,500065,0,9
17-12-2025,Telangana,Hyderabad,500094,2,8
16-12-2025,Telangana,Hyderabad,500003,1,46
16-12-2025,Telangana,Hyderabad,500010,3,16
16-12-2025,Telangana,Hyderabad,500011,4,27
16-12-2025,Telangana,Hyderabad,500015,6,30
16-12-2025,Telangana,Hyderabad,500020,2,42
16-12-2025,Telangana,Hyderabad,500028,6,64
16-12-2025,Telangana,Hyderabad,500042,2,4
16-12-2025,Telangana,Hyderabad,500049,1,4
16-12-2025,Telangana,Hyderabad,500056,5,6
16-12-2025,Telangana,Hyderabad,500062,0,8
16-12-2025,Telangana,Hyderabad,500065,1,21
16-12-2025,Telangana,Hyderabad,500067,1,2
16-12-2025,Telangana,Hyderabad,500080,1,17
16-12-2025,Telangana,Hyderabad,500081,0,7
16-12-2025,Telangana,Hyderabad,500087,0,2
25-12-2025,Telangana,Hyderabad,500041,0,1
31-12-2025,Telangana,Hyderabad,500004,7,19
31-12-2025,Telangana,Hyderabad,500023,2,58
31-12-2025,Telangana,Hyderabad,500027,5,17
31-12-2025,Telangana,Hyderabad,500033,1,9
31-12-2025,Telangana,Hyderabad,500036,6,41
31-12-2025,Telangana,Hyderabad,500040,3,8
31-12-2025,Telangana,Hyderabad,500045,4,31
31-12-2025,Telangana,Hyderabad,500057,0,8
31-12-2025,Telangana,Hyderabad,500061,3,22
31-12-2025,Telangana,Hyderabad,500062,3,16
31-12-2025,Telangana,Hyderabad,500067,0,3
31-12-2025,Telangana,Hyderabad,500078,0,2
31-12-2025,Telangana,Hyderabad,500088,0,2
31-12-2025,Telangana,Hyderabad,500095,0,2
31-12-2025,Telangana,Hyderabad,500096,1,10
24-12-2025,Telangana,Hyderabad,500004,6,28
24-12-2025,Telangana,Hyderabad,500012,0,22
24-12-2025,Telangana,Hyderabad,500017,7,30
24-12-2025,Telangana,Hyderabad,500020,4,46
24-12-2025,Telangana,Hyderabad,500023,9,47
24-12-2025,Telangana,Hyderabad,500026,2,17
24-12-2025,Telangana,Hyderabad,500038,2,11
24-12-2025,Telangana,Hyderabad,500053,11,74
24-12-2025,Telangana,Hyderabad,500057,1,12
24-12-2025,Telangana,Hyderabad,500087,0,1
24-12-2025,Telangana,Hyderabad,500096,0,6
01-01-2026,Telangana,Hyderabad,500005,11,53
01-01-2026,Telangana,Hyderabad,500007,0,3
01-01-2026,Telangana,Hyderabad,500010,2,10
01-01-2026,Telangana,Hyderabad,500013,9,45
01-01-2026,Telangana,Hyderabad,500015,2,26
01-01-2026,Telangana,Hyderabad,500023,6,62
01-01-2026,Telangana,Hyderabad,500024,5,24
01-01-2026,Telangana,Hyderabad,500034,2,21
01-01-2026,Telangana,Hyderabad,500038,1,6
01-01-2026,Telangana,Hyderabad,500040,0,9
01-01-2026,Telangana,Hyderabad,500056,1,7
01-01-2026,Telangana,Hyderabad,500063,0,1
01-01-2026,Telangana,Hyderabad,500064,10,59
01-01-2026,Telangana,Hyderabad,500069,1,0
01-01-2026,Telangana,Hyderabad,500094,2,12
01-01-2026,Telangana,Hyderabad,500095,0,1
02-01-2026,Telangana,Hyderabad,500001,6,28
02-01-2026,Telangana,Hyderabad,500008,23,95
02-01-2026,Telangana,Hyderabad,500015,2,20
02-01-2026,Telangana,Hyderabad,500023,8,46
02-01-2026,Telangana,Hyderabad,500024,0,28
02-01-2026,Telangana,Hyderabad,500029,1,14
02-01-2026,Telangana,Hyderabad,500057,0,13
02-01-2026,Telangana,Hyderabad,500058,0,13
02-01-2026,Telangana,Hyderabad,500061,3,19
02-01-2026,Telangana,Hyderabad,500067,1,3
02-01-2026,Telangana,Hyderabad,500091,1,0
02-01-2026,Telangana,Hyderabad,500094,3,7
25-12-2025,Telangana,Hyderabad,500003,0,9
25-12-2025,Telangana,Hyderabad,500006,5,21
25-12-2025,Telangana,Hyderabad,500011,0,4
25-12-2025,Telangana,Hyderabad,500012,0,6
25-12-2025,Telangana,Hyderabad,500034,0,3
25-12-2025,Telangana,Hyderabad,500038,0,2
25-12-2025,Telangana,Hyderabad,500062,0,5
25-12-2025,Telangana,Hyderabad,500065,0,10
25-12-2025,Telangana,Hyderabad,500067,0,1
25-12-2025,Telangana,Hyderabad,500095,0,1
26-12-2025,Telangana,Hyderabad,500001,5,27
26-12-2025,Telangana,Hyderabad,500002,4,31
26-12-2025,Telangana,Hyderabad,500004,4,17
26-12-2025,Telangana,Hyderabad,500008,12,71
26-12-2025,Telangana,Hyderabad,500011,6,26
26-12-2025,Telangana,Hyderabad,500016,4,12
26-12-2025,Telangana,Hyderabad,500033,0,4
26-12-2025,Telangana,Hyderabad,500045,8,25
26-12-2025,Telangana,Hyderabad,500049,4,3
26-12-2025,Telangana,Hyderabad,500054,4,18
26-12-2025,Telangana,Hyderabad,500062,2,13
26-12-2025,Telangana,Hyderabad,500065,5,3
26-12-2025,Telangana,Hyderabad,500072,1,8
26-12-2025,Telangana,Hyderabad,500073,1,9
26-12-2025,Telangana,Hyderabad,500080,3,16
26-12-2025,Telangana,Hyderabad,500081,0,2
26-12-2025,Telangana,Hyderabad,500088,0,2
19-12-2025,Telangana,Hyderabad,500002,4,41
19-12-2025,Telangana,Hyderabad,500010,4,7
19-12-2025,Telangana,Hyderabad,500015,2,23
19-12-2025,Telangana,Hyderabad,500018,10,65
19-12-2025,Telangana,Hyderabad,500025,0,4
19-12-2025,Telangana,Hyderabad,500027,0,20
19-12-2025,Telangana,Hyderabad,500028,10,35
19-12-2025,Telangana,Hyderabad,500031,1,1
19-12-2025,Telangana,Hyderabad,500042,2,5
19-12-2025,Telangana,Hyderabad,500045,3,31
19-12-2025,Telangana,Hyderabad,500054,3,17
19-12-2025,Telangana,Hyderabad,500057,2,3
19-12-2025,Telangana,Hyderabad,500065,3,9
19-12-2025,Telangana,Hyderabad,500080,2,6
19-12-2025,Telangana,Hyderabad,500081,0,1
19-12-2025,Telangana,Hyderabad,500096,1,7
12-12-2025,Telangana,Hyderabad,500002,4,29
12-12-2025,Telangana,Hyderabad,500004,4,24
12-12-2025,Telangana,Hyderabad,500008,14,82
12-12-2025,Telangana,Hyderabad,500027,2,12
12-12-2025,Telangana,Hyderabad,500036,0,25
12-12-2025,Telangana,Hyderabad,500042,1,0
12-12-2025,Telangana,Hyderabad,500053,20,86
12-12-2025,Telangana,Hyderabad,500065,6,12
12-12-2025,Telangana,Hyderabad,500082,1,9
12-12-2025,Telangana,Hyderabad,500088,0,1
03-12-2025,Telangana,Hyderabad,500001,7,44
03-12-2025,Telangana,Hyderabad,500014,1,2
03-12-2025,Telangana,Hyderabad,500016,4,19
03-12-2025,Telangana,Hyderabad,500020,1,48
03-12-2025,Telangana,Hyderabad,500028,16,76
03-12-2025,Telangana,Hyderabad,500034,0,28
03-12-2025,Telangana,Hyderabad,500036,7,26
03-12-2025,Telangana,Hyderabad,500038,3,11
03-12-2025,Telangana,Hyderabad,500054,4,19
03-12-2025,Telangana,Hyderabad,500055,1,2
03-12-2025,Telangana,Hyderabad,500067,1,8
03-12-2025,Telangana,Hyderabad,500096,0,5
04-12-2025,Telangana,Hyderabad,500003,2,36
04-12-2025,Telangana,Hyderabad,500008,17,79
04-12-2025,Telangana,Hyderabad,500016,4,15
04-12-2025,Telangana,Hyderabad,500023,1,45
04-12-2025,Telangana,Hyderabad,500025,2,5
04-12-2025,Telangana,Hyderabad,500031,1,3
04-12-2025,Telangana,Hyderabad,500034,4,22
04-12-2025,Telangana,Hyderabad,500044,1,20
04-12-2025,Telangana,Hyderabad,500050,0,1
04-12-2025,Telangana,Hyderabad,500058,0,15
04-12-2025,Telangana,Hyderabad,500062,1,9
04-12-2025,Telangana,Hyderabad,500064,5,56
04-12-2025,Telangana,Hyderabad,500078,0,1
04-12-2025,Telangana,Hyderabad,500080,2,17
05-12-2025,Telangana,Hyderabad,500001,5,16
05-12-2025,Telangana,Hyderabad,500002,8,44
05-12-2025,Telangana,Hyderabad,500005,13,56
05-12-2025,Telangana,Hyderabad,500006,3,40
05-12-2025,Telangana,Hyderabad,500008,12,77
05-12-2025,Telangana,Hyderabad,500010,3,11
05-12-2025,Telangana,Hyderabad,500016,1,14
05-12-2025,Telangana,Hyderabad,500023,11,43
05-12-2025,Telangana,Hyderabad,500024,3,17
05-12-2025,Telangana,Hyderabad,500038,1,11
05-12-2025,Telangana,Hyderabad,500049,0,7
05-12-2025,Telangana,Hyderabad,500056,1,7
05-12-2025,Telangana,Hyderabad,500057,0,10
05-12-2025,Telangana,Hyderabad,500096,0,5
06-12-2025,Telangana,Hyderabad,500003,3,48
06-12-2025,Telangana,Hyderabad,500012,5,12
06-12-2025,Telangana,Hyderabad,500020,5,35
06-12-2025,Telangana,Hyderabad,500025,1,3
06-12-2025,Telangana,Hyderabad,500031,0,1
06-12-2025,Telangana,Hyderabad,500036,2,29
06-12-2025,Telangana,Hyderabad,500049,2,5
06-12-2025,Telangana,Hyderabad,500053,20,93
06-12-2025,Telangana,Hyderabad,500055,2,2
06-12-2025,Telangana,Hyderabad,500064,7,68
06-12-2025,Telangana,Hyderabad,500067,3,2
06-12-2025,Telangana,Hyderabad,500072,4,10
06-12-2025,Telangana,Hyderabad,500080,2,18
06-12-2025,Telangana,Hyderabad,500081,0,1
06-12-2025,Telangana,Hyderabad,500091,0,2
06-12-2025,Telangana,Hyderabad,500095,0,4
07-12-2025,Telangana,Hyderabad,500004,0,4
07-12-2025,Telangana,Hyderabad,500008,4,21
07-12-2025,Telangana,Hyderabad,500009,0,2
07-12-2025,Telangana,Hyderabad,500018,1,16
07-12-2025,Telangana,Hyderabad,500024,1,3
07-12-2025,Telangana,Hyderabad,500028,2,22
07-12-2025,Telangana,Hyderabad,500036,0,7
07-12-2025,Telangana,Hyderabad,500044,1,10
07-12-2025,Telangana,Hyderabad,500054,0,12
07-12-2025,Telangana,Hyderabad,500058,0,5
07-12-2025,Telangana,Hyderabad,500059,2,16
07-12-2025,Telangana,Hyderabad,500062,0,9
07-12-2025,Telangana,Hyderabad,500064,5,16
07-12-2025,Telangana,Hyderabad,500073,0,3
07-12-2025,Telangana,Hyderabad,500096,0,2
06-11-2025,Telangana,Hyderabad,500006,12,46
06-11-2025,Telangana,Hyderabad,500010,7,16
06-11-2025,Telangana,Hyderabad,500013,15,57
06-11-2025,Telangana,Hyderabad,500020,3,36
06-11-2025,Telangana,Hyderabad,500023,7,47
06-11-2025,Telangana,Hyderabad,500033,3,9
06-11-2025,Telangana,Hyderabad,500034,4,29
06-11-2025,Telangana,Hyderabad,500042,1,6
06-11-2025,Telangana,Hyderabad,500073,2,9
04-11-2025,Telangana,Hyderabad,500013,15,67
04-11-2025,Telangana,Hyderabad,500015,4,23
04-11-2025,Telangana,Hyderabad,500029,0,16
04-11-2025,Telangana,Hyderabad,500033,1,8
04-11-2025,Telangana,Hyderabad,500042,1,7
04-11-2025,Telangana,Hyderabad,500047,0,1
04-11-2025,Telangana,Hyderabad,500049,2,9
04-11-2025,Telangana,Hyderabad,500050,0,4
04-11-2025,Telangana,Hyderabad,500053,20,103
04-11-2025,Telangana,Hyderabad,500058,2,19
04-11-2025,Telangana,Hyderabad,500082,2,5
05-11-2025,Telangana,Hyderabad,500002,4,18
05-11-2025,Telangana,Hyderabad,500005,10,48
05-11-2025,Telangana,Hyderabad,500013,8,32
05-11-2025,Telangana,Hyderabad,500016,2,7
05-11-2025,Telangana,Hyderabad,500040,1,3
05-11-2025,Telangana,Hyderabad,500053,4,67
05-11-2025,Telangana,Hyderabad,500057,1,2
05-11-2025,Telangana,Hyderabad,500065,1,12
05-11-2025,Telangana,Hyderabad,500078,0,2
05-11-2025,Telangana,Hyderabad,500080,1,1
05-11-2025,Telangana,Hyderabad,500091,0,2
05-11-2025,Telangana,Hyderabad,500096,1,4
07-11-2025,Telangana,Hyderabad,500006,8,47
07-11-2025,Telangana,Hyderabad,500027,2,13
07-11-2025,Telangana,Hyderabad,500034,4,22
07-11-2025,Telangana,Hyderabad,500041,1,0
07-11-2025,Telangana,Hyderabad,500050,1,7
07-11-2025,Telangana,Hyderabad,500057,0,4
07-11-2025,Telangana,Hyderabad,500059,10,52
07-11-2025,Telangana,Hyderabad,500067,0,8
07-11-2025,Telangana,Hyderabad,500094,1,13
07-11-2025,Telangana,Hyderabad,500096,1,3
12-11-2025,Telangana,Hyderabad,500005,8,67
12-11-2025,Telangana,Hyderabad,500008,11,75
12-11-2025,Telangana,Hyderabad,500013,8,57
12-11-2025,Telangana,Hyderabad,500017,2,20
12-11-2025,Telangana,Hyderabad,500025,0,8
12-11-2025,Telangana,Hyderabad,500034,1,22
12-11-2025,Telangana,Hyderabad,500040,3,7
12-11-2025,Telangana,Hyderabad,500044,1,17
12-11-2025,Telangana,Hyderabad,500056,0,5
12-11-2025,Telangana,Hyderabad,500059,3,46
12-11-2025,Telangana,Hyderabad,500065,1,11
12-11-2025,Telangana,Hyderabad,500072,5,8
13-11-2025,Telangana,Hyderabad,500002,5,37
13-11-2025,Telangana,Hyderabad,500003,3,25
13-11-2025,Telangana,Hyderabad,500027,2,19
13-11-2025,Telangana,Hyderabad,500038,1,11
13-11-2025,Telangana,Hyderabad,500053,14,96
13-11-2025,Telangana,Hyderabad,500064,1,56
13-11-2025,Telangana,Hyderabad,500082,0,4
14-11-2025,Telangana,Hyderabad,500001,5,26
14-11-2025,Telangana,Hyderabad,500004,1,19
14-11-2025,Telangana,Hyderabad,500005,7,49
14-11-2025,Telangana,Hyderabad,500007,0,2
14-11-2025,Telangana,Hyderabad,500012,2,14
14-11-2025,Telangana,Hyderabad,500028,8,40
14-11-2025,Telangana,Hyderabad,500038,0,25
14-11-2025,Telangana,Hyderabad,500064,5,41
14-11-2025,Telangana,Hyderabad,500078,0,2
14-11-2025,Telangana,Hyderabad,500080,1,13
14-11-2025,Telangana,Hyderabad,500082,0,5
14-11-2025,Telangana,Hyderabad,500091,0,2
14-11-2025,Telangana,Hyderabad,500096,2,6
08-11-2025,Telangana,Hyderabad,500008,11,67
08-11-2025,Telangana,Hyderabad,500020,2,13
08-11-2025,Telangana,Hyderabad,500044,1,4
08-11-2025,Telangana,Hyderabad,500053,12,85
08-11-2025,Telangana,Hyderabad,500054,9,20
08-11-2025,Telangana,Hyderabad,500057,2,6
08-11-2025,Telangana,Hyderabad,500072,2,3
08-11-2025,Telangana,Hyderabad,500096,0,2
09-11-2025,Telangana,Hyderabad,500001,0,4
09-11-2025,Telangana,Hyderabad,500005,2,10
09-11-2025,Telangana,Hyderabad,500027,2,3
09-11-2025,Telangana,Hyderabad,500029,1,2
09-11-2025,Telangana,Hyderabad,500040,0,1
09-11-2025,Telangana,Hyderabad,500044,1,6
09-11-2025,Telangana,Hyderabad,500049,1,1
09-11-2025,Telangana,Hyderabad,500054,2,4
09-11-2025,Telangana,Hyderabad,500094,0,1
09-11-2025,Telangana,Hyderabad,500095,0,1
10-11-2025,Telangana,Hyderabad,500001,2,29
10-11-2025,Telangana,Hyderabad,500006,5,49
10-11-2025,Telangana,Hyderabad,500009,1,17
10-11-2025,Telangana,Hyderabad,500011,8,29
10-11-2025,Telangana,Hyderabad,500017,1,17
10-11-2025,Telangana,Hyderabad,500027,1,12
10-11-2025,Telangana,Hyderabad,500045,5,27
10-11-2025,Telangana,Hyderabad,500055,1,4
10-11-2025,Telangana,Hyderabad,500056,0,7
10-11-2025,Telangana,Hyderabad,500059,5,55
10-11-2025,Telangana,Hyderabad,500062,1,10
10-11-2025,Telangana,Hyderabad,500065,2,11
10-11-2025,Telangana,Hyderabad,500073,0,5
10-11-2025,Telangana,Hyderabad,500081,0,3
10-11-2025,Telangana,Hyderabad,500091,1,0
11-11-2025,Telangana,Hyderabad,500001,2,29
11-11-2025,Telangana,Hyderabad,500008,11,64
11-11-2025,Telangana,Hyderabad,500009,5,20
11-11-2025,Telangana,Hyderabad,500011,6,27
11-11-2025,Telangana,Hyderabad,500015,2,15
11-11-2025,Telangana,Hyderabad,500016,2,16
11-11-2025,Telangana,Hyderabad,500028,11,60
11-11-2025,Telangana,Hyderabad,500031,0,2
11-11-2025,Telangana,Hyderabad,500034,1,26
11-11-2025,Telangana,Hyderabad,500058,0,18
11-11-2025,Telangana,Hyderabad,500078,0,1
21-11-2025,Telangana,Hyderabad,500005,6,41
21-11-2025,Telangana,Hyderabad,500010,0,5
21-11-2025,Telangana,Hyderabad,500028,3,48
21-11-2025,Telangana,Hyderabad,500034,3,28
21-11-2025,Telangana,Hyderabad,500036,2,16
21-11-2025,Telangana,Hyderabad,500045,6,33
21-11-2025,Telangana,Hyderabad,500054,5,18
21-11-2025,Telangana,Hyderabad,500055,0,2
21-11-2025,Telangana,Hyderabad,500059,7,48
21-11-2025,Telangana,Hyderabad,500065,0,9
21-11-2025,Telangana,Hyderabad,500110,0,1
16-11-2025,Telangana,Hyderabad,500003,0,7
16-11-2025,Telangana,Hyderabad,500013,4,10
16-11-2025,Telangana,Hyderabad,500020,2,9
16-11-2025,Telangana,Hyderabad,500027,1,6
16-11-2025,Telangana,Hyderabad,500034,0,3
16-11-2025,Telangana,Hyderabad,500038,0,1
16-11-2025,Telangana,Hyderabad,500040,0,2
16-11-2025,Telangana,Hyderabad,500045,0,13
16-11-2025,Telangana,Hyderabad,500054,0,5
16-11-2025,Telangana,Hyderabad,500072,0,1
15-11-2025,Telangana,Hyderabad,500004,3,20
15-11-2025,Telangana,Hyderabad,500020,2,37
15-11-2025,Telangana,Hyderabad,500023,4,34
15-11-2025,Telangana,Hyderabad,500029,4,21
15-11-2025,Telangana,Hyderabad,500036,2,22
15-11-2025,Telangana,Hyderabad,500049,2,2
15-11-2025,Telangana,Hyderabad,500054,9,11
15-11-2025,Telangana,Hyderabad,500056,1,7
15-11-2025,Telangana,Hyderabad,500057,1,10
15-11-2025,Telangana,Hyderabad,500072,5,4
15-11-2025,Telangana,Hyderabad,500073,3,4
15-11-2025,Telangana,Hyderabad,500095,0,1
17-11-2025,Telangana,Hyderabad,500009,2,9
17-11-2025,Telangana,Hyderabad,500010,1,13
17-11-2025,Telangana,Hyderabad,500011,6,20
17-11-2025,Telangana,Hyderabad,500012,1,15
17-11-2025,Telangana,Hyderabad,500015,4,26
17-11-2025,Telangana,Hyderabad,500016,4,13
17-11-2025,Telangana,Hyderabad,500026,1,15
17-11-2025,Telangana,Hyderabad,500027,2,15
17-11-2025,Telangana,Hyderabad,500031,0,2
17-11-2025,Telangana,Hyderabad,500036,4,31
17-11-2025,Telangana,Hyderabad,500038,2,16
17-11-2025,Telangana,Hyderabad,500040,2,11
17-11-2025,Telangana,Hyderabad,500044,1,14
17-11-2025,Telangana,Hyderabad,500053,13,67
17-11-2025,Telangana,Hyderabad,500054,4,22
17-11-2025,Telangana,Hyderabad,500056,0,2
17-11-2025,Telangana,Hyderabad,500062,3,9
17-11-2025,Telangana,Hyderabad,500064,2,45
17-11-2025,Telangana,Hyderabad,500067,1,2
17-11-2025,Telangana,Hyderabad,500071,1,0
17-11-2025,Telangana,Hyderabad,500096,2,7
19-11-2025,Telangana,Hyderabad,500001,3,31
19-11-2025,Telangana,Hyderabad,500008,18,93
19-11-2025,Telangana,Hyderabad,500010,5,15
19-11-2025,Telangana,Hyderabad,500015,1,30
19-11-2025,Telangana,Hyderabad,500023,5,54
19-11-2025,Telangana,Hyderabad,500024,1,29
19-11-2025,Telangana,Hyderabad,500025,1,2
19-11-2025,Telangana,Hyderabad,500026,1,21
19-11-2025,Telangana,Hyderabad,500036,6,25
19-11-2025,Telangana,Hyderabad,500038,1,13
19-11-2025,Telangana,Hyderabad,500057,1,7
19-11-2025,Telangana,Hyderabad,500064,8,63
19-11-2025,Telangana,Hyderabad,500096,0,3
18-11-2025,Telangana,Hyderabad,500012,3,19
18-11-2025,Telangana,Hyderabad,500015,3,18
18-11-2025,Telangana,Hyderabad,500023,8,46
18-11-2025,Telangana,Hyderabad,500027,1,14
18-11-2025,Telangana,Hyderabad,500028,4,60
18-11-2025,Telangana,Hyderabad,500036,3,34
18-11-2025,Telangana,Hyderabad,500038,1,14
18-11-2025,Telangana,Hyderabad,500049,1,4
18-11-2025,Telangana,Hyderabad,500059,5,49
18-11-2025,Telangana,Hyderabad,500061,1,16
18-11-2025,Telangana,Hyderabad,500062,1,5
18-11-2025,Telangana,Hyderabad,500064,10,67
18-11-2025,Telangana,Hyderabad,500072,2,8
18-11-2025,Telangana,Hyderabad,500073,1,8
18-11-2025,Telangana,Hyderabad,500081,1,3
18-11-2025,Telangana,Hyderabad,500082,0,9
20-11-2025,Telangana,Hyderabad,500020,6,35
20-11-2025,Telangana,Hyderabad,500027,3,12
20-11-2025,Telangana,Hyderabad,500031,0,2
20-11-2025,Telangana,Hyderabad,500038,4,20
20-11-2025,Telangana,Hyderabad,500045,4,36
20-11-2025,Telangana,Hyderabad,500054,2,17
20-11-2025,Telangana,Hyderabad,500055,0,3
20-11-2025,Telangana,Hyderabad,500059,8,51
20-11-2025,Telangana,Hyderabad,500061,3,29
20-11-2025,Telangana,Hyderabad,500082,0,9
02-11-2025,Telangana,Hyderabad,500003,1,5
02-11-2025,Telangana,Hyderabad,500005,2,5
02-11-2025,Telangana,Hyderabad,500006,3,12
02-11-2025,Telangana,Hyderabad,500041,0,1
02-11-2025,Telangana,Hyderabad,500044,0,6
02-11-2025,Telangana,Hyderabad,500057,0,1
02-11-2025,Telangana,Hyderabad,500063,0,1
01-11-2025,Telangana,Hyderabad,500001,8,26
01-11-2025,Telangana,Hyderabad,500002,2,32
01-11-2025,Telangana,Hyderabad,500004,1,22
01-11-2025,Telangana,Hyderabad,500015,7,27
01-11-2025,Telangana,Hyderabad,500017,2,21
01-11-2025,Telangana,Hyderabad,500028,13,46
01-11-2025,Telangana,Hyderabad,500034,1,16
01-11-2025,Telangana,Hyderabad,500049,5,1
01-11-2025,Telangana,Hyderabad,500054,7,16
01-11-2025,Telangana,Hyderabad,500072,2,10
01-11-2025,Telangana,Hyderabad,500091,0,2
03-11-2025,Telangana,Hyderabad,500005,16,66
03-11-2025,Telangana,Hyderabad,500008,18,96
03-11-2025,Telangana,Hyderabad,500009,2,11
03-11-2025,Telangana,Hyderabad,500011,5,21
03-11-2025,Telangana,Hyderabad,500017,5,27
03-11-2025,Telangana,Hyderabad,500027,2,18
03-11-2025,Telangana,Hyderabad,500028,9,57
03-11-2025,Telangana,Hyderabad,500033,5,10
03-11-2025,Telangana,Hyderabad,500038,4,11
03-11-2025,Telangana,Hyderabad,500042,1,14
03-11-2025,Telangana,Hyderabad,500045,1,25
03-11-2025,Telangana,Hyderabad,500047,1,1
03-11-2025,Telangana,Hyderabad,500063,0,1
03-11-2025,Telangana,Hyderabad,500082,0,12
03-11-2025,Telangana,Hyderabad,500091,1,0
31-10-2025,Telangana,Hyderabad,500002,8,38
31-10-2025,Telangana,Hyderabad,500010,1,13
31-10-2025,Telangana,Hyderabad,500013,11,41
31-10-2025,Telangana,Hyderabad,500025,1,8
31-10-2025,Telangana,Hyderabad,500029,0,12
31-10-2025,Telangana,Hyderabad,500036,4,22
31-10-2025,Telangana,Hyderabad,500047,0,1
31-10-2025,Telangana,Hyderabad,500049,1,8
31-10-2025,Telangana,Hyderabad,500073,0,7
31-10-2025,Telangana,Hyderabad,500088,0,1
31-10-2025,Telangana,Hyderabad,500091,1,1
25-11-2025,Telangana,Hyderabad,500003,5,30
25-11-2025,Telangana,Hyderabad,500007,1,9
25-11-2025,Telangana,Hyderabad,500012,5,17
25-11-2025,Telangana,Hyderabad,500055,0,5
25-11-2025,Telangana,Hyderabad,500056,2,3
25-11-2025,Telangana,Hyderabad,500059,7,64
25-11-2025,Telangana,Hyderabad,500062,2,4
24-11-2025,Telangana,Hyderabad,500002,3,30
24-11-2025,Telangana,Hyderabad,500007,1,7
24-11-2025,Telangana,Hyderabad,500015,6,18
24-11-2025,Telangana,Hyderabad,500017,0,20
24-11-2025,Telangana,Hyderabad,500028,10,41
24-11-2025,Telangana,Hyderabad,500049,5,3
24-11-2025,Telangana,Hyderabad,500073,2,6
24-11-2025,Telangana,Hyderabad,500081,0,4
24-11-2025,Telangana,Hyderabad,500082,0,8
24-11-2025,Telangana,Hyderabad,500085,1,3
24-11-2025,Telangana,Hyderabad,500095,0,2
01-12-2025,Telangana,Hyderabad,500001,8,38
01-12-2025,Telangana,Hyderabad,500006,5,60
01-12-2025,Telangana,Hyderabad,500007,3,7
01-12-2025,Telangana,Hyderabad,500013,8,50
01-12-2025,Telangana,Hyderabad,500033,1,9
01-12-2025,Telangana,Hyderabad,500034,3,31
01-12-2025,Telangana,Hyderabad,500056,0,7
01-12-2025,Telangana,Hyderabad,500064,9,60
01-12-2025,Telangana,Hyderabad,500065,3,17
01-12-2025,Telangana,Hyderabad,500072,1,7
01-12-2025,Telangana,Hyderabad,500085,0,2
30-10-2025,Telangana,Hyderabad,500015,2,9
30-10-2025,Telangana,Hyderabad,500018,9,53
